pyhon_tweets_fairdata
Data;ID;Content;Kategorisierung;Username;LikeCount;RetweetCount
2023-03-27 15:19:00+00:00;1640372856105353217;"✨Tomorrow: Free @MetaCell webinar!✨

📅 Mar 28, 1-2pm EDT

For researchers looking for innovative ways to set up &amp; execute their life science data analyses in a collaborative, extensible, open-source cloud environment!

Register here: https://t.co/0HrhHh4Y22

#FAIR #FAIRdata https://t.co/6ZOZsQjbUN";Veranstaltung;INCForg;1;1
2023-03-27 14:40:26+00:00;1640363150418534403;"Sciebo RDS, a key #CS3MESH4EOSC technology, simplifies 🔬#research #datamanagement &amp; promotes #FAIRData principles. 🔗Integrated with #ScienceMesh, it enables direct #data export from EFSS systems to #data repositories like @ZENODO_ORG. 📢Learn more: https://t.co/TyywmR0ibm https://t.co/8OiqNwHc9X";Initiative;cs3org;2;0
2023-03-27 12:43:23+00:00;1640333695960723457;".@sarapittonet @TrustITServices presents the FAIR-IMPACT Grants Platform where #repositories #researchinfrastructures #datamanagers can apply to have our support in improving #datafairness &amp; using #ROcrate #metadata. Learn about our #FAIRdata #opencalls👉https://t.co/viSxySzhZO https://t.co/4YNCiUgnmd";Initiative;fairimpact_eu;8;3
2023-03-27 12:36:37+00:00;1640331994243399682;"At FAIR-IMPACT webinar @soilandreyes @conservancy explains the scope of ""Support Offer 2: Enabling #FAIR Signposting &amp; #ROCrate for content/#metadata discovery &amp; consumption"" 🙌Apply to have our help in embrancing #FAIRdata. Learn more here👉 https://t.co/gWNQYDCigE #openscience https://t.co/if17X56Hgo";Veranstaltung;fairimpact_eu;4;1
2023-03-27 12:26:16+00:00;1640329387038978050;"FAIR-IMPACT webinar #OpenCalls  for financial support being launched this April to help 🇪🇺 embrance #FAIRdata practices. @jonquet_lirmm @INRAE_France provides an overview of the Offer 1: FAIRness assessment challenge for datasets &amp; semantic artefacts https://t.co/viSxySzhZO https://t.co/meLBt4e1vt";Veranstaltung;fairimpact_eu;7;6
2023-03-27 12:16:22+00:00;1640326894867365888;Check out the new changes of how the @GWASCatalog will be distributing summary statistics: https://t.co/jx6iOSUhnd! New metadata and formats to make sumstats #FAIRdata and improve utility in other applications like polygenic scores. https://t.co/gOQ4zQT34g;Initiative;PGSCatalog;11;8
2023-03-27 12:07:57+00:00;1640324776865460224;Visit our booth (HSZ/H27) at #DPG2023 to see live demos on NOMAD and #FAIRdata for #MaterialsScience!🗓️⬇️ https://t.co/fZC52OlnrP;Veranstaltung;FAIRmat_NFDI;2;3
2023-03-27 12:07:53+00:00;1640324760998428676;"The 9th KSWD conference is just starting. What an exciting meeting, boosting the interaction between science, politics, media and society to create a new data culture in Germany.
#9KSWD #konsortSWD #researchdata #persistentidentifiers #RDM #FDM #FAIRdata #berlin @ratSWD @NFDI_de https://t.co/lsbG2xzH0c";Veranstaltung;Janete_Estevao;3;0
2023-03-27 11:32:08+00:00;1640315764866465793;"Can molecules be described by a ""barcode""? Check out here to listen how MolBar can make chemical database better....
#FAIRdata
@NFDI_de 
#digitalchemistry";Veranstaltung;HerresLab;3;1
2023-03-27 11:10:08+00:00;1640310229299503104;"Reminder: Stammtisch March 2023 with Nils van Staalduinen &amp; Jun.-Prof. Christoph Bannwarth talking about ""MolBar"", a new form of molecular representation

Details/Registration (req):
https://t.co/QbvRavieQt 

#infrastructure #data #research #fairdata #Chemistry #chemtwitter https://t.co/Z23GJx703G";Veranstaltung;NFDI4Chem;4;1
2023-03-27 11:01:08+00:00;1640307962060197888;"I will be at #DPGSpringMeeting this week in #Dresden representing @FAIRmat_NFDI
Visit our booth to learn more about #FAIRdata management, our tools and infrastructure, and the #RDM #training and #education opportunities that we offer.";Veranstaltung;ahm531;4;2
2023-03-27 10:30:05+00:00;1640300148696702977;At @DASSH we provide the tools and services for the long-term curation, management, preservation and publication of marine species and habitats data. We are committed to the FAIR (Findable, Accessible, Interoperable and Reusable) Data Principles. #FAIRData #MBAData https://t.co/Nn6dFdKBKN;Initiative;thembauk;6;3
2023-03-27 10:03:02+00:00;1640293340192145415;FAIRmat's Area F is driving adoption of #FAIRdata management in the scientific community! Through community engagement,  training, and outreach, we ensure that our  tools and infrastructure meet the needs of researchers. Join us at #DPG2023 #DPGfrühjahrstagung to learn more. https://t.co/cUzohQAajh;Veranstaltung;FAIRmat_NFDI;2;0
2023-03-27 10:03:01+00:00;1640293338006929410;NOMAD is empowering the materials science community! Area E are creating use cases to demonstrate how the tools developed by FAIRmat support the research of various sub-communities. Join our experts at #DPG2023 #DPGfrühjahrstagung to learn more #FAIRdata https://t.co/SlwS81Arz1;Veranstaltung;FAIRmat_NFDI;2;0
2023-03-27 10:03:01+00:00;1640293335964217344;FAIRmat Area D lays the foundation of a federated research data infrastructure for the condensed-matter and chemical-physics community. Join our experts from Area D at #DPG2023 #DPGfrühjahrstagung #FAIRdata https://t.co/TCnSTJSYRp;Veranstaltung;FAIRmat_NFDI;2;0
2023-03-27 10:03:00+00:00;1640293333745500167;We are enhancing NOMAD infrastructure and services by adding recent ab initio advancements, classical simulations, multiscale modeling, and excited states methodology. Learn more from our experts from Area C at #DPG2023 #DPGfrühjahrstagung #FAIRdata https://t.co/xHsrcViTEi;Veranstaltung;FAIRmat_NFDI;5;1
2023-03-27 10:03:00+00:00;1640293331711164418;Attention #SolidStatePhysics and #PhysicalChemistry researchers! We're revolutionizing #RDM by creating a complete cycle through FAIR concepts. Join our experts from Area B at #DPG2023 #DPGfrühjahrstagung to discover how we're building a comprehensive RDM system. #FAIRdata https://t.co/REEolowbp2;Veranstaltung;FAIRmat_NFDI;2;0
2023-03-27 10:02:59+00:00;1640293329110745088;"Unlock the secret to reproducible sample #synthesis with FAIR #datamanagement!
Our speakers from Area A will reveal how we're identifying hidden synthesis parameters, devising synthesis recipes, and making characterization data accessible. #DPG2023 #DPGfrühjahrstagung #FAIRdata https://t.co/2qUz6nOder";Veranstaltung;FAIRmat_NFDI;1;0
2023-03-27 10:02:58+00:00;1640293326669611008;Join us on Thursday for a topical talk by our deputy spokesperson, Prof. Christoph T. Koch @HumboldtUni , and discover how FAIRmat is working to make FAIR data management a reality. #FAIRdata #DPG2023 #DPGfrühjahrstagung https://t.co/SibX2H0SI3;Veranstaltung;FAIRmat_NFDI;3;1
2023-03-27 07:00:01+00:00;1640247283349372931;"A recording of a recent presentation:

How to publish @UNISvalbard  data

Which data centres? File types? Conventions? How to publish #FAIRdata 

https://t.co/0nQ8MAln6t https://t.co/W75iui5nbU";Veranstaltung;LukeDataManager;4;1
2023-03-27 05:33:00+00:00;1640225384858886145;"#NewSpecies!
New land snail from China just crawled in:

Laeocathaica qishilii

Treatment: https://t.co/8kGAyo6eoD
Publication: https://t.co/EFfiLIbY8f
@ZooKeys_Journal @MalacSoc @malacologica @AMS1931 @FemoraleShells

#FAIRdata #biodiversity #conservation #malacology #snails https://t.co/pLiSilDTp4";Publikation;plazi_species;135;33
2023-03-27 05:19:00+00:00;1640221860997779456;"✨Tomorrow: Free @MetaCell webinar!✨

📅 Mar 28, 1-2pm EDT

For researchers looking for innovative ways to set up &amp; execute their life science data analyses in a collaborative, extensible, open-source cloud environment!

Register here: https://t.co/0HrhHh4Y22

#FAIR #FAIRdata";Veranstaltung;INCForg;1;1
2023-03-26 06:11:07+00:00;1639872590721306625;"#NewSpecies!
New jewel beetle from the China just flew in!

Anthaxia svatoplukbilyi

Treatment: https://t.co/DKRIfgOKJ7
Publication: https://t.co/OV6SGJQDdn
@ZooKeys_Journal @entomologyArt @ColeopSoc @EntCollNet @NMNH_Entomology

#FAIRdata #biodiversity #conservation #insects https://t.co/4P298kVHzS";Publikation;plazi_species;48;13
2023-03-25 18:11:49+00:00;1639691574194892802;"Such exciting news! The Netherlands is an exciting and inspiring place to be for #openscience &amp; adding @martateperek &amp; @jeroenson will make the @NWONieuws dept an unstoppable dream team. Can't wait to see what you all achieve! #researchfunder #EOSC #FAIRdata #watchthisspace";Meinung ;SarahRoams;16;5
2023-03-25 05:42:54+00:00;1639503103111098368;"#NewSpecies!
Costus whiskeycola
A newly discovered plant from Colombia not named after a drink but after its type locality El Whiskey with ""cola"" latin for ""living in""!

Treatment: https://t.co/h6LTKCcIp2
Publication: https://t.co/4FMxRsyD2Q
@Phytotaxa @Flora_Incognita

#FAIRdata https://t.co/fcWcEaczpU";Publikation;plazi_species;89;25
2023-03-24 20:29:41+00:00;1639363879678402572;"And who has missed the workshop on research data management at the #CDT2023 this year, can find the slides here: https://t.co/cmiXNLyFok
#FAIRdata for chemistry! #chemtwitter @NFDI4Chem 
Thank you to Pascal!";Veranstaltung;HerresLab;2;0
2023-03-24 16:49:41+00:00;1639308515675193346;Behind every great structure there's a great (big) data set too! @IUCrData are now publishing #RawDataLetters to promote Findable, Accessible, Interoperable and Reusable #OpenAccess #FAIRdata Read more at https://t.co/U3h1UFNLnq and https://t.co/ntITCUsJEy https://t.co/sHkzkXiTK1;Publikation;publcif;2;0
2023-03-24 16:30:15+00:00;1639303623837614081;"Learn about new #openaccess #immunology data and resources to support your research, and keep up with the research community through #ImmPortDB's quarterly newsletter.

Stay in touch! Register here today https://t.co/iu8UDb7iJN

#DataSharing #OpenScience #DYK #FAIRdata #data https://t.co/LcRiPiwqPl";Initiative;ImmPortDB;1;2
2023-03-24 13:09:15+00:00;1639253041491632129;"#NewSpecies
New moray eel from india just swam in on #fishfriday:

Gymnothorax tamilnaduensis

Treatment: https://t.co/WHga6GRfNZ
Publication: https://t.co/Pi4X1hPMDm
@Zoosyst_Evo @WRMarineSpecies @FishBaseProject @FishInTheNews
#FAIRdata #nature #Biodiversity #conservation #Fish https://t.co/31O2exm3Lc";Publikation;plazi_species;64;14
2023-03-24 12:33:13+00:00;1639243972458446849;Example data structures in CDI - wide, long, multi-dimensional and key-value. CDI facilitates programatic transformation of data structures which is very useful for data integration @DDIAlliance @CODATANews @WorldfairP #fair #fairdata #interoperability #openscience https://t.co/1LBX054WDd;Meinung;simonhodson99;6;4
2023-03-24 12:32:05+00:00;1639243686105022466;"#NewSpecies!
New fly from the Lower Eocene of Colorado, USA just surfaced on #fossilfriday!

Eornithoica grimaldii

Treatment: https://t.co/fDyjqnMoMO
Publication: https://t.co/GZA7pv94iA
#Palaeoentomology @PaleoDB @PaleoSoc @PaleoSynth

#FAIRdata #biodiversity #paleo #insects https://t.co/P9uzjhXx07";Publikation;plazi_species;39;14
2023-03-24 10:47:20+00:00;1639217324652916737;"Our 5th #NFDI section, Industry Engagement (section-industry), is starting. 
The goal of the section is to coordinate cooperation with industry and thereby create more value for society. 

➡️More: https://t.co/92jkiZhNck

#FDM #RDM #FAIRdata https://t.co/rzyWFbcbv8";Meinung;NFDI_de;10;6
2023-03-24 09:37:55+00:00;1639199857578504192;"Suis-je le seul à galérer pour expliquer clairement en quoi consistent les principes #FAIRdata pour les données ? Moi je dis :
- Findable : DOI et métadonnées
- Accessible : dans un entrepôt
- Interoperable : formats ouverts
- Reusable : licence ouverte

Comment faites-vous ? https://t.co/AIP6mMefna";Meinung;RomBoistel;20;6
2023-03-24 09:36:47+00:00;1639199573485793280;🖇️PUBLICATION ALERT 🖇️Our paper on the FAIR Data Station is out now! #FAIRData #FAIRDataStation #FAIRDataPlatform #UNLOCK #UNLOCKMicrobialPotential (by a.o. @jjkoehorst);Publikation;UnlockMicrobes;3;3
2023-03-24 09:03:37+00:00;1639191225197645824;".@moraneottilia @SWHeritage is at #RDAPlenary #Gothenburg #FAIRImpact @FAIRCORE4EOSC
 workshop on #metadata for #FAIRdata. Its important for #datamanagers to become familiar with #software shcemes on metadata &amp; know tools to help create metadata. Joins us! https://t.co/QUk3SiaokD https://t.co/LVxCTwPVin";Veranstaltung;fairimpact_eu;8;4
2023-03-24 09:00:00+00:00;1639190314232733698;"Schon mal von den #NFDI-ToolTalks gehört?👂
Diese finden regelmäßig online statt und werden auf YouTube aufgezeichnet. ⏯

Im letzten #ToolTalk stand die FDM-Plattform #Coscine im Rampenlicht🔦  

ℹ️ https://t.co/d1fCqpr6DK

#FDMRWTH #FAIRdata #RDM https://t.co/hid47QKGz5";Veranstaltung;ITCenterRWTH;1;1
2023-03-24 08:31:06+00:00;1639183042689265667;"@moraneottilia @SWHeritage is at #RDAPlenary #Gothenburg #FAIRImpact @FAIRCORE4EOSC workshop on #metadata for #FAIRdata. Its important for #datamanagers to become familiar with #software shcemes on metadata &amp; know tools to help create metadata. Joins us! https://t.co/QUk3SiaokD https://t.co/7V4BWCVvgw";Veranstaltung;fairimpact_eu;8;1
2023-03-24 07:56:39+00:00;1639174374614810624;"""A global approach for natural history museum collections "" @leafdoctor how can you talk #FAIRdata and publish closed access? Would be helpful to get @openaccess to your important article  https://t.co/hPdWENTOij #biodiverstiy";Meinung;myrmoteras;3;1
2023-03-24 07:54:01+00:00;1639173708945260545;"Retrieved data is not identical in content &amp; structure, which lowers its quality, usability &amp; trust. Join us for an open discussion today at 4pm EET. @valexiev1 will demonstrate how #bSDDdata can go full #FAIRdata.

📌 https://t.co/tFICd7zg5c
🎮 https://t.co/nfDNWOQt7j";Veranstaltung;ontotext;1;0
2023-03-24 07:45:00+00:00;1639171439717654529;"😕What is a research data management plan?
🤔Why should I have to write one?
🤨How does it benefit me?

😄You can find out in our new guide to writing a DMP!

https://t.co/RfGOdhgyqm

#RDM #FDM #DataManagement #FAIRdata";Meinung;FAIRmat_NFDI;3;2
2023-03-24 07:35:47+00:00;1639169119944683525;"#NewSpecies!
A newly discovered fungus from Mexico for #FungiFriday!

Pseudoboletus silvaticus

Treatment: https://t.co/u3fcYI2jYN
Publication: https://t.co/IIdyb8YGeE
@Phytotaxa @KewMycology @allthingsfungi @MycoFun @globalfungi

#FAIRdata #nature #conservation #fungi #mushrooms https://t.co/jS9DVfjpPI";Publikation;plazi_species;79;22
2023-03-23 22:09:35+00:00;1639026633851150336;"Today, Fabian has presented recent results from our lab entitled ""Integrating Digitalization and Research Data Management (RDM) into the Curricula of Bachelor and Master Students in Chemistry"" at the SMuK23-DPG Spring Meeting in Dresden.
@NFDI4Chem @NFDI_de #FAIRdata https://t.co/P23dfcTGyq";Veranstaltung;HerresLab;12;2
2023-03-23 20:20:17+00:00;1638999125130727448;"Happy World Meteorological Day 🎉  #worldmetday #fairdata #fairnesscost 

https://t.co/bzrM95Qm9J";Meinung;CostFairness;1;0
2023-03-23 17:37:54+00:00;1638958261234724877;"Interested in #FAIRdata practices? Curious about openly sharing #data from publicly-funded #ClinicalTrials? Join ILSI's focus area on #DataAccess &amp; #DataSharing for #food and #nutrition trials: 
https://t.co/WGBGzGhcXJ 

#NationalNutritionMonth #NutritionMonth #research https://t.co/8elDFjs0YN";Veranstaltung;ILSI_Global;0;0
2023-03-23 16:13:19+00:00;1638936976224124928;"Such a great initiative👇
A new online home for otherwise 'homeless' atmospheric data across the disciplines, including:
☁️airborne data from moving platforms, 
☁️surface data on greenhouse gases and 
☁️data on reactive trace gases, cloud and aerosol particles
#FAIRdata #EUfunded";Initiative;radical_air;8;3
2023-03-23 14:44:16+00:00;1638914566099968013;"We are happy that the data collected in PhenObs can now easily be accessed by other people from the wide field of phenological research 👍🏼🌻🌱 
#FAIRdata #phenology #research";Meinung;R_Rauschkolb;3;1
2023-03-23 14:30:00+00:00;1638910974458740742;With @L7informatics we've joined forces to provide the ontology-backed data unification solution to unlock your data’s true potential! Read more in our latest blog on how together we can streamline your scientific workflows https://t.co/h1yozq5Vp8 #FAIRdata #LifeSciences #CENtree;Meinung;SciBite;5;1
2023-03-23 13:21:44+00:00;1638893795545853952;The Common Fund is seeking applications to funding opportunitites regarding #diversity, #FAIRData, #CloudComputing, and #BiomedicalResearch that make use of publicly available data resources. Check out the current opportunities: https://t.co/qfLcSEGjYN https://t.co/2QbSx0msRH;Initiative;NIH_CommonFund;4;3
2023-03-23 12:43:09+00:00;1638884082896748545;"Join us this afternoon at 4 CET for the @PARC_chemicals &amp; Friends webinar series on #FAIRData &amp; #FAIRTools where today we hear from @pennynymark on her experiences of re-using #data. Find the zoom link at https://t.co/g81DE6Gxc3 see u there! @WorldfairP @INQUIRE_EU @EUNanoSafety";Veranstaltung;iseult5;2;0
2023-03-23 12:37:33+00:00;1638882675653001216;"📢Happening next week!📢

Free webinar for researchers looking for innovative ways to set up and execute their life science data analyses in a collaborative, extensible, open-source cloud environment!

#OpenScience #OpenData #FAIR #FAIRdata";Veranstaltung;INCForg;7;5
2023-03-23 12:02:43+00:00;1638873908295372803;"Want to know more about @KatrinMoller1's experience sharing data on the @emblebi @BioimageA? Join us on 🗓️Tuesday, March 28 @ 2 pm CEST for the #EuroBioImaging Guide to #FAIR BioImage Data online workshop - she'll tell all! 
#microglia #FAIRdata
More⤵️
https://t.co/ubGwt34qVH";Veranstaltung;EuroBioImaging;4;1
2023-03-23 10:40:51+00:00;1638853307648077826;"From our discussions @FragmentScreen meeting, clear pilot cases with researchers data obtained at research infrastructures kept at EOSC can be crucial to ensure #FAIRdata 
Let's make it happen!
@instructhub @Robbie_Joosten @CNB_CSIC @JM_Carazo @EOSCFuture @EOSC_synergy @EoscLife";Meinung;claudialenamaro;1;1
2023-03-23 10:34:23+00:00;1638851681692811265;"Andy Götz, the coordinator of PaNOSC for ESRF, looks at FAIR data – an initiative to deliver research data to the scientific community to use
@andy_gotz #FAIRdata
https://t.co/QnEalwgrdT";Meinung;OpenAccessGov;0;0
2023-03-23 09:23:41+00:00;1638833889065009152;ing.grid took part in the #RDAPlenary this Tuesday, with a presentation about the journal concept in a joint meeting. You can watch the presentation here: https://t.co/R4cySzmR5D @resdatall #FAIRData #RDM #ResearchDataManagement #EngineeringSciences #openpeerreview;Veranstaltung;inggrid_journal;1;0
2023-03-23 09:20:26+00:00;1638833068571086849;"Now: @LudwigHuelk (Data manager, Open Science Unit @RL_Institut) on the achievements and challenges of the #openmod initiative.

#OpenScience #OpenSource #Openmod2023

Ludwig  shared insights into #FAIRdata sharing principles yesterday in the capacity-building (more info 👇) https://t.co/pVR4EMmTpy";Veranstaltung;mrtn_rck;7;3
2023-03-23 09:18:12+00:00;1638832507180425216;Hydros Peter van der Keur is at the #UN2023WaterConference side event. Here he will represent #EuroGeoSurveys as a panelist and stress benefits of #FAIRdata, and #sustainablenaturalresources management tools for supporting Transformative Policies for integrated Solutions for GW https://t.co/0tHNbpjg3r;Veranstaltung;hydrologygeus;2;0
2023-03-23 09:17:03+00:00;1638832219706802176;"A 3 minute video demonstrating why data published to @ZENODO_ORG are not #FAIRdata.

https://t.co/oU14X4Raik

When deciding where to publish your data, test how easy it is to find data.

Extract from a recent @nansenlegacy webinar.

@SIOS_KC @UNISvalbard https://t.co/L6EBfQ5TOQ";Meinung;LukeDataManager;2;0
2023-03-23 08:48:56+00:00;1638825141017755648;"An introductory video on how @nansenlegacy data should be published, from Tuesday's webinar. Project members - please watch if you weren't able to attend!

Also if you're not in the project and want to learn about publishing #FAIRdata 

https://t.co/ROOC8qaSV0 https://t.co/He5bdWkak3";Veranstaltung;LukeDataManager;14;4
2023-03-23 08:39:28+00:00;1638822760582377473;along with some great lessons in taking a user-focused approach to FAIR implementation #FAIRdata https://t.co/yubt4hkWnF;Veranstaltung;Mr_G_Smith;2;1
2023-03-23 08:19:03+00:00;1638817623612985344;"We have been working on improving our data management to ensure #FAIRdata of the results obtained by the use of our facilities
Thank you to the @EU_Commission for their support with @HorizonEU projects to address this important issue";Meinung;instructhub;1;0
2023-03-23 07:57:35+00:00;1638812220086788097;"Also today @JM_Carazo @CNB_CSIC @instructhub-Spain presenting at the International Symposium on Grids and Clouds
Instruct works towards data integration to ensure #FAIRdata through our work with the @eoscassociation 
In particular with projects @EOSC_synergy @EOSCFuture @EoscLife https://t.co/3NnZgTMzCb";Veranstaltung;claudialenamaro;5;1
2023-03-23 06:40:13+00:00;1638792750572376065;"Dr. Peter Bellstedt in action: ""LOGS in the academic measuring sector at the University Jena.."" at  conference ""Practical Problems of Nuclear Magnetic Resonance"" on science campus Buch, Berlin.

#eln #lims #sdms #datarepository #scientificdata #FAIRdata https://t.co/DIqhVQQSzJ";Veranstaltung;LOGS_Repository;4;0
2023-03-23 06:08:47+00:00;1638784837770248193;"#NewSpecies!
New freshwater sleeper from China just snored:

Microdous amblyrhynchos

Treatment: https://t.co/GdrHFle43R
Publication: https://t.co/G1ItX37RJv
@ZooKeys_Journal @Neotropi @IchsAndHerps

#FAIRdata #nature #Biodiversity #conservation #science #Fish #TeamFish #sleeper https://t.co/XONeOu4TOT";Publikation;plazi_species;26;6
2023-03-23 00:46:38+00:00;1638703767812972545;FAIR Island: real-world examples of place-based open science. #FAIRdata #OpenScience @GigaScience  https://t.co/dlCaTDewJF;Publikation;jsantoyo;2;2
2023-03-22 17:39:36+00:00;1638596302069194752;@PNNLab team in attendance at the @resdatall #RDAPlenary... Great to see both @ssherid3 and @JulianeS here representing @doescience and #FAIRdata community working group efforts 🥳 https://t.co/jodQRFimaw;Veranstaltung;lnanderscience;2;0
2023-03-22 16:53:00+00:00;1638584572915875840;"Happy #WorldWaterDay2023 🌊💦🌦️ 

What's your favorite #EarthScienceData tool, dataset, or resource?

#Water #Hydrology #CleanWater #FAIRdata https://t.co/m1b696IZeT";Meinung;ESIPfed;0;1
2023-03-22 16:08:00+00:00;1638573248018538498;"#UspechyFIT Ve světě je obrovské množství nevyužitých dat z výzkumů. Vědci z FIT ČVUT v čele s @RobertPergl vyvinuli nástroj @dswizard_org, který pomůže s plánováním jejich efektivního zpracování. https://t.co/TX8IA3qdBq
#FAIRdata #Findable #Accessible #Interoperable #Reusable https://t.co/YWXuFbgiwR";Initiative;FIT_CTU;1;0
2023-03-22 15:33:52+00:00;1638564661208416259;"Our team member will be part of Elsevier's webinar on 'RDM is a Team Sport, not a Single Player Mission' discussing the future of #ResearchDataManagement, #FAIRdata, #OpenData, and #EOSC. Tune in tomorrow, Thursday 23rd March, at 2-3 pm CET!  https://t.co/gZe3hYvpuu 
#OpenScience";Veranstaltung;OpusEu;7;7
2023-03-22 15:32:54+00:00;1638564416609239043;"Just finished 2 big talks in 2 days about publishing @nansenlegacy data and @UNISvalbard data. 

Thanks to those who attended. The recordings will be circulated soon! #FAIRdata";Veranstaltung;LukeDataManager;7;1
2023-03-22 14:28:02+00:00;1638548091493052417;I'd rather predict a #FAIRdata future 💪;Meinung;z_sazae;0;0
2023-03-22 14:11:26+00:00;1638543914016677889;Join the discussion on the future of #FAIRdata, #opendata, and #EOSC in our @ElsevierConnect webinar on '#RDM is a Team Sport not a Single Player Mission' on Thursday 23 March 2023 at 14.00-15.00 CET. Registration → https://t.co/cTKnifEdBt #OpenScience https://t.co/dxnGJERZlj;Veranstaltung;gtoneill;9;8
2023-03-22 14:04:09+00:00;1638542082376597505;👀And what’s our vision? #AI technology in combination with #opendata and #FAIRdata can help to identify stressors of #waterquality in order to produce science informed decisions that improve lakes management. 🥼🧪;Meinung;ad4gd_project;2;0
2023-03-22 13:50:13+00:00;1638538575024123904;"To achieve #datainteroperability &amp; #FAIRdata, #datamanagers #repositories need to care about #SemanticArtifacts. With their growing number &amp;diversified uses, interconnecting them becomes critical.📣Join us 13April to learn more &amp;improve your #dataskills🙌
 https://t.co/omrwmlSqFu https://t.co/j0Ai0NbTit";Veranstaltung;fairimpact_eu;11;5
